PedidoID,ProductoID,Cantidad,distancia_km,Caducidad,Urgencia_3_Combinada_60_40
9,5,50,159.69,3,0.27186283554215507
9,16,50,159.69,12,0.1218628355421551
9,34,80,159.69,24,0.0968628355421551
9,31,10,159.69,24,0.0968628355421551
10,25,50,888.86,15,0.44
10,3,10,888.86,21,0.4285714285714286
10,11,60,888.86,21,0.4285714285714286
10,30,30,888.86,21,0.4285714285714286
10,35,40,888.86,18,0.43333333333333335
10,37,60,888.86,9,0.4666666666666667
10,41,40,888.86,18,0.43333333333333335
10,12,20,888.86,15,0.44
10,14,40,888.86,6,0.5
10,24,50,888.86,21,0.4285714285714286
10,49,90,888.86,21,0.4285714285714286
10,19,50,888.86,21,0.4285714285714286
10,17,70,888.86,30,0.42000000000000004
10,1,70,888.86,9,0.4666666666666667
10,10,10,888.86,15,0.44
10,38,30,888.86,9,0.4666666666666667
10,48,50,888.86,9,0.4666666666666667
10,36,10,888.86,15,0.44
10,42,100,888.86,30,0.42000000000000004
10,29,70,888.86,30,0.42000000000000004
11,1,40,498.36,9,0.2909359554185511
11,23,50,498.36,18,0.2576026220852178
11,18,70,498.36,6,0.32426928875188443
11,11,40,498.36,21,0.25284071732331304
11,48,70,498.36,9,0.2909359554185511
11,44,90,498.36,21,0.25284071732331304
11,5,40,498.36,3,0.4242692887518844
11,2,60,498.36,27,0.24649151097410668
11,35,60,498.36,18,0.2576026220852178
11,22,20,498.36,24,0.24926928875188445
11,17,30,498.36,30,0.24426928875188444
11,31,70,498.36,24,0.24926928875188445
11,50,40,498.36,9,0.2909359554185511
11,21,40,498.36,6,0.32426928875188443
11,29,60,498.36,30,0.24426928875188444
11,21,90,498.36,6,0.32426928875188443
11,37,50,498.36,9,0.2909359554185511
11,4,40,498.36,3,0.4242692887518844
11,8,90,498.36,12,0.27426928875188444
11,48,10,498.36,9,0.2909359554185511
12,22,70,403.61,24,0.20663040298809712
12,43,70,403.61,3,0.38163040298809714
12,30,100,403.61,21,0.2102018315595257
12,33,50,403.61,24,0.20663040298809712
12,37,90,403.61,9,0.24829706965476378
12,9,50,403.61,6,0.2816304029880971
12,9,30,403.61,6,0.2816304029880971
12,16,40,403.61,12,0.23163040298809712
12,23,70,403.61,18,0.21496373632143045
12,31,70,403.61,24,0.20663040298809712
12,49,60,403.61,21,0.2102018315595257
12,28,80,403.61,12,0.23163040298809712
12,13,80,403.61,30,0.20163040298809712
12,8,50,403.61,12,0.23163040298809712
12,34,60,403.61,24,0.20663040298809712
12,20,100,403.61,3,0.38163040298809714
12,38,100,403.61,9,0.24829706965476378
12,23,50,403.61,18,0.21496373632143045
13,45,100,433.31,18,0.2283291706980477
13,32,90,433.31,18,0.2283291706980477
13,4,50,433.31,3,0.39499583736471433
13,10,10,433.31,15,0.23499583736471438
13,36,100,433.31,15,0.23499583736471438
13,33,20,433.31,24,0.21999583736471437
13,38,10,433.31,9,0.261662504031381
13,36,70,433.31,15,0.23499583736471438
13,35,40,433.31,18,0.2283291706980477
13,38,60,433.31,9,0.261662504031381
13,46,30,433.31,15,0.23499583736471438
13,42,100,433.31,30,0.21499583736471437
13,27,100,433.31,30,0.21499583736471437
13,22,80,433.31,24,0.21999583736471437
13,33,10,433.31,24,0.21999583736471437
13,48,10,433.31,9,0.261662504031381
13,44,70,433.31,21,0.22356726593614296
13,24,50,433.31,21,0.22356726593614296
13,12,70,433.31,15,0.23499583736471438
13,40,30,433.31,12,0.24499583736471436
14,38,30,711.53,9,0.3868655731311268
14,17,40,711.53,30,0.34019890646446016
14,50,70,711.53,9,0.3868655731311268
14,7,80,711.53,12,0.37019890646446013
14,48,10,711.53,9,0.3868655731311268
14,40,30,711.53,12,0.37019890646446013
14,36,60,711.53,15,0.3601989064644601
14,18,50,711.53,6,0.4201989064644601
14,8,50,711.53,12,0.37019890646446013
14,23,20,711.53,18,0.35353223979779347
14,41,80,711.53,18,0.35353223979779347
14,24,30,711.53,21,0.3487703350358887
14,21,10,711.53,6,0.4201989064644601
14,31,20,711.53,24,0.34519890646446016
14,19,10,711.53,21,0.3487703350358887
14,50,50,711.53,9,0.3868655731311268
14,8,30,711.53,12,0.37019890646446013
14,24,100,711.53,21,0.3487703350358887
14,18,30,711.53,6,0.4201989064644601
14,37,50,711.53,9,0.3868655731311268
15,19,10,561.34,21,0.2811826384357492
15,32,20,561.34,18,0.28594454319765394
15,24,90,561.34,21,0.2811826384357492
15,43,50,561.34,3,0.4526112098643206
15,43,60,561.34,3,0.4526112098643206
15,2,20,561.34,27,0.2748334320865428
15,15,80,561.34,12,0.3026112098643206
15,43,40,561.34,3,0.4526112098643206
15,37,70,561.34,9,0.31927787653098727
15,48,40,561.34,9,0.31927787653098727
15,23,100,561.34,18,0.28594454319765394
15,36,70,561.34,15,0.2926112098643206
15,32,100,561.34,18,0.28594454319765394
15,21,50,561.34,6,0.3526112098643206
15,36,90,561.34,15,0.2926112098643206
15,44,60,561.34,21,0.2811826384357492
15,14,80,561.34,6,0.3526112098643206
15,11,90,561.34,21,0.2811826384357492
15,18,20,561.34,6,0.3526112098643206
17,43,30,529.57,3,0.43831424521296947
17,6,70,529.57,18,0.2716475785463028
17,13,70,529.57,30,0.2583142452129695
17,33,40,529.57,24,0.2633142452129695
17,12,60,529.57,15,0.27831424521296944
17,27,60,529.57,30,0.2583142452129695
17,6,20,529.57,18,0.2716475785463028
17,25,30,529.57,15,0.27831424521296944
17,1,90,529.57,9,0.3049809118796361
17,38,80,529.57,9,0.3049809118796361
17,41,60,529.57,18,0.2716475785463028
17,33,70,529.57,24,0.2633142452129695
17,3,50,529.57,21,0.26688567378439804
17,13,80,529.57,30,0.2583142452129695
17,33,10,529.57,24,0.2633142452129695
17,30,50,529.57,21,0.26688567378439804
17,22,50,529.57,24,0.2633142452129695
17,9,30,529.57,6,0.33831424521296943
17,45,70,529.57,18,0.2716475785463028
17,19,100,529.57,21,0.26688567378439804
18,23,100,230.28,18,0.13696270128779187
18,33,90,230.28,24,0.12862936795445853
18,17,80,230.28,30,0.12362936795445853
18,45,40,230.28,18,0.13696270128779187
18,23,10,230.28,18,0.13696270128779187
18,44,40,230.28,21,0.1322007965258871
18,14,50,230.28,6,0.20362936795445852
18,35,30,230.28,18,0.13696270128779187
18,40,30,230.28,12,0.15362936795445853
18,43,40,230.28,3,0.3036293679544585
18,26,70,230.28,3,0.3036293679544585
18,25,90,230.28,15,0.14362936795445852
18,1,10,230.28,9,0.1702960346211252
18,46,60,230.28,15,0.14362936795445852
18,30,100,230.28,21,0.1322007965258871
18,14,40,230.28,6,0.20362936795445852
18,11,80,230.28,21,0.1322007965258871
18,36,20,230.28,15,0.14362936795445852
18,2,30,230.28,27,0.12585159017668074
18,35,20,230.28,18,0.13696270128779187
19,1,70,433.31,9,0.261662504031381
19,23,40,433.31,18,0.2283291706980477
19,10,70,433.31,15,0.23499583736471438
19,48,60,433.31,9,0.261662504031381
19,50,90,433.31,9,0.261662504031381
19,32,80,433.31,18,0.2283291706980477
19,30,30,433.31,21,0.22356726593614296
19,50,60,433.31,9,0.261662504031381
19,12,90,433.31,15,0.23499583736471438
19,15,40,433.31,12,0.24499583736471436
19,47,40,433.31,21,0.22356726593614296
19,36,100,433.31,15,0.23499583736471438
19,38,90,433.31,9,0.261662504031381
19,16,80,433.31,12,0.24499583736471436
19,10,20,433.31,15,0.23499583736471438
19,29,30,433.31,30,0.21499583736471437
19,13,70,433.31,30,0.21499583736471437
19,37,60,433.31,9,0.261662504031381
19,14,80,433.31,6,0.29499583736471435
20,50,70,498.36,9,0.2909359554185511
20,39,90,498.36,30,0.24426928875188444
20,36,30,498.36,15,0.26426928875188443
20,32,30,498.36,18,0.2576026220852178
20,15,10,498.36,12,0.27426928875188444
20,6,20,498.36,18,0.2576026220852178
20,35,100,498.36,18,0.2576026220852178
20,46,60,498.36,15,0.26426928875188443
20,47,10,498.36,21,0.25284071732331304
20,47,50,498.36,21,0.25284071732331304
20,41,30,498.36,18,0.2576026220852178
20,48,80,498.36,9,0.2909359554185511
20,37,100,498.36,9,0.2909359554185511
20,19,40,498.36,21,0.25284071732331304
20,38,60,498.36,9,0.2909359554185511
20,42,50,498.36,30,0.24426928875188444
20,2,90,498.36,27,0.24649151097410668
20,20,40,498.36,3,0.4242692887518844
20,16,60,498.36,12,0.27426928875188444
20,39,30,498.36,30,0.24426928875188444
21,16,60,657.73,12,0.3459881196138875
21,21,50,657.73,6,0.39598811961388747
21,12,40,657.73,15,0.33598811961388747
21,48,70,657.73,9,0.36265478628055414
21,11,60,657.73,21,0.32455954818531607
21,48,10,657.73,9,0.36265478628055414
21,7,50,657.73,12,0.3459881196138875
21,22,20,657.73,24,0.3209881196138875
21,23,100,657.73,18,0.3293214529472208
21,7,80,657.73,12,0.3459881196138875
21,8,100,657.73,12,0.3459881196138875
21,35,70,657.73,18,0.3293214529472208
21,28,20,657.73,12,0.3459881196138875
21,27,20,657.73,30,0.3159881196138875
21,30,20,657.73,21,0.32455954818531607
21,23,80,657.73,18,0.3293214529472208
21,5,60,657.73,3,0.49598811961388745
21,47,10,657.73,21,0.32455954818531607
21,2,40,657.73,27,0.3182103418361097
21,1,50,657.73,9,0.36265478628055414
22,33,10,711.53,24,0.34519890646446016
22,7,80,711.53,12,0.37019890646446013
22,23,90,711.53,18,0.35353223979779347
22,33,40,711.53,24,0.34519890646446016
22,38,80,711.53,9,0.3868655731311268
22,33,90,711.53,24,0.34519890646446016
22,50,10,711.53,9,0.3868655731311268
22,38,10,711.53,9,0.3868655731311268
22,27,50,711.53,30,0.34019890646446016
22,18,100,711.53,6,0.4201989064644601
22,30,50,711.53,21,0.3487703350358887
22,42,50,711.53,30,0.34019890646446016
22,46,60,711.53,15,0.3601989064644601
22,32,80,711.53,18,0.35353223979779347
22,17,90,711.53,30,0.34019890646446016
22,37,70,711.53,9,0.3868655731311268
22,42,40,711.53,30,0.34019890646446016
22,4,40,711.53,3,0.5201989064644601
22,17,100,711.53,30,0.34019890646446016
22,29,80,711.53,30,0.34019890646446016
23,19,20,403.61,21,0.2102018315595257
23,43,70,403.61,3,0.38163040298809714
23,48,20,403.61,9,0.24829706965476378
23,44,50,403.61,21,0.2102018315595257
23,22,30,403.61,24,0.20663040298809712
23,7,40,403.61,12,0.23163040298809712
23,8,60,403.61,12,0.23163040298809712
23,39,60,403.61,30,0.20163040298809712
23,23,50,403.61,18,0.21496373632143045
23,12,40,403.61,15,0.22163040298809714
23,28,70,403.61,12,0.23163040298809712
23,43,20,403.61,3,0.38163040298809714
23,46,70,403.61,15,0.22163040298809714
23,45,80,403.61,18,0.21496373632143045
23,5,80,403.61,3,0.38163040298809714
23,44,90,403.61,21,0.2102018315595257
23,8,40,403.61,12,0.23163040298809712
23,17,100,403.61,30,0.20163040298809712
23,47,50,403.61,21,0.2102018315595257
23,48,90,403.61,9,0.24829706965476378
24,16,40,85.5,12,0.08847625047814053
24,50,40,85.5,9,0.10514291714480721
24,46,30,85.5,15,0.07847625047814055
24,5,30,85.5,3,0.23847625047814053
24,29,60,85.5,30,0.05847625047814055
24,15,90,85.5,12,0.08847625047814053
24,39,40,85.5,30,0.05847625047814055
24,40,100,85.5,12,0.08847625047814053
24,42,70,85.5,30,0.05847625047814055
24,7,100,85.5,12,0.08847625047814053
24,36,10,85.5,15,0.07847625047814055
24,5,100,85.5,3,0.23847625047814053
24,40,30,85.5,12,0.08847625047814053
24,7,10,85.5,12,0.08847625047814053
24,23,30,85.5,18,0.07180958381147387
24,14,30,85.5,6,0.13847625047814055
24,30,40,85.5,21,0.06704767904956911
24,41,10,85.5,18,0.07180958381147387
24,28,10,85.5,12,0.08847625047814053
24,16,20,85.5,12,0.08847625047814053
25,9,20,561.34,6,0.3526112098643206
25,10,60,561.34,15,0.2926112098643206
25,39,20,561.34,30,0.27261120986432064
25,6,70,561.34,18,0.28594454319765394
25,1,20,561.34,9,0.31927787653098727
25,17,20,561.34,30,0.27261120986432064
25,27,30,561.34,30,0.27261120986432064
25,18,40,561.34,6,0.3526112098643206
25,18,20,561.34,6,0.3526112098643206
25,28,80,561.34,12,0.3026112098643206
25,5,70,561.34,3,0.4526112098643206
25,49,20,561.34,21,0.2811826384357492
25,49,60,561.34,21,0.2811826384357492
25,22,70,561.34,24,0.27761120986432064
25,5,80,561.34,3,0.4526112098643206
25,37,80,561.34,9,0.31927787653098727
25,30,80,561.34,21,0.2811826384357492
25,1,70,561.34,9,0.31927787653098727
25,48,20,561.34,9,0.31927787653098727
26,29,100,299.5,30,0.15477938032986072
26,21,100,299.5,6,0.23477938032986073
26,46,100,299.5,15,0.17477938032986073
26,46,60,299.5,15,0.17477938032986073
26,34,40,299.5,24,0.15977938032986072
26,14,80,299.5,6,0.23477938032986073
26,26,100,299.5,3,0.3347793803298607
26,5,80,299.5,3,0.3347793803298607
26,44,90,299.5,21,0.16335080890128928
26,43,30,299.5,3,0.3347793803298607
26,39,10,299.5,30,0.15477938032986072
26,32,90,299.5,18,0.16811271366319405
26,4,40,299.5,3,0.3347793803298607
26,5,10,299.5,3,0.3347793803298607
26,41,40,299.5,18,0.16811271366319405
26,19,20,299.5,21,0.16335080890128928
26,20,30,299.5,3,0.3347793803298607
26,15,50,299.5,12,0.18477938032986072
26,7,90,299.5,12,0.18477938032986072
26,39,40,299.5,30,0.15477938032986072
27,7,60,403.61,12,0.23163040298809712
27,41,70,403.61,18,0.21496373632143045
27,13,90,403.61,30,0.20163040298809712
27,5,40,403.61,3,0.38163040298809714
27,21,80,403.61,6,0.2816304029880971
27,9,50,403.61,6,0.2816304029880971
27,39,100,403.61,30,0.20163040298809712
27,40,10,403.61,12,0.23163040298809712
27,34,50,403.61,24,0.20663040298809712
27,1,40,403.61,9,0.24829706965476378
27,49,100,403.61,21,0.2102018315595257
27,21,10,403.61,6,0.2816304029880971
27,24,60,403.61,21,0.2102018315595257
27,3,20,403.61,21,0.2102018315595257
27,29,40,403.61,30,0.20163040298809712
27,21,30,403.61,6,0.2816304029880971
27,1,10,403.61,9,0.24829706965476378
27,41,40,403.61,18,0.21496373632143045
27,23,80,403.61,18,0.21496373632143045
27,38,90,403.61,9,0.24829706965476378
28,35,80,661.01,18,0.33079750091877985
28,16,30,661.01,12,0.3474641675854465
28,11,80,661.01,21,0.3260355961568751
28,41,60,661.01,18,0.33079750091877985
28,25,20,661.01,15,0.3374641675854465
28,40,70,661.01,12,0.3474641675854465
28,30,80,661.01,21,0.3260355961568751
28,21,60,661.01,6,0.3974641675854465
28,3,100,661.01,21,0.3260355961568751
28,8,70,661.01,12,0.3474641675854465
28,50,30,661.01,9,0.3641308342521132
28,45,70,661.01,18,0.33079750091877985
28,3,90,661.01,21,0.3260355961568751
28,41,40,661.01,18,0.33079750091877985
28,6,70,661.01,18,0.33079750091877985
28,27,60,661.01,30,0.31746416758544654
28,22,50,661.01,24,0.32246416758544655
28,34,50,661.01,24,0.32246416758544655
28,29,30,661.01,30,0.31746416758544654
28,23,40,661.01,18,0.33079750091877985
29,16,10,388.44,12,0.2248036811196364
29,11,100,388.44,21,0.20337510969106498
29,28,70,388.44,12,0.2248036811196364
29,31,40,388.44,24,0.1998036811196364
29,48,60,388.44,9,0.24147034778630305
29,44,30,388.44,21,0.20337510969106498
29,26,60,388.44,3,0.37480368111963636
29,30,20,388.44,21,0.20337510969106498
29,12,60,388.44,15,0.2148036811196364
29,20,60,388.44,3,0.37480368111963636
29,19,70,388.44,21,0.20337510969106498
29,9,40,388.44,6,0.2748036811196364
29,46,50,388.44,15,0.2148036811196364
29,10,50,388.44,15,0.2148036811196364
29,27,90,388.44,30,0.1948036811196364
29,16,20,388.44,12,0.2248036811196364
29,8,10,388.44,12,0.2248036811196364
29,40,40,388.44,12,0.2248036811196364
29,13,50,388.44,30,0.1948036811196364
30,23,100,582.19,18,0.29532734813881456
30,3,80,582.19,21,0.2905654433769098
30,24,100,582.19,21,0.2905654433769098
30,17,100,582.19,30,0.28199401480548125
30,24,70,582.19,21,0.2905654433769098
30,36,10,582.19,15,0.3019940148054812
30,39,40,582.19,30,0.28199401480548125
30,43,30,582.19,3,0.4619940148054812
30,15,30,582.19,12,0.3119940148054812
30,11,10,582.19,21,0.2905654433769098
30,27,60,582.19,30,0.28199401480548125
30,6,40,582.19,18,0.29532734813881456
30,29,10,582.19,30,0.28199401480548125
30,43,70,582.19,3,0.4619940148054812
30,4,100,582.19,3,0.4619940148054812
30,9,100,582.19,6,0.3619940148054812
30,24,50,582.19,21,0.2905654433769098
30,22,70,582.19,24,0.28699401480548126
30,7,10,582.19,12,0.3119940148054812
30,21,100,582.19,6,0.3619940148054812
31,43,100,472.04,3,0.4124249038093738
31,2,90,472.04,27,0.23464712603159607
31,21,60,472.04,6,0.3124249038093738
31,25,80,472.04,15,0.2524249038093738
31,29,100,472.04,30,0.23242490380937383
31,32,100,472.04,18,0.24575823714270717
31,1,10,472.04,9,0.2790915704760405
31,37,20,472.04,9,0.2790915704760405
31,27,80,472.04,30,0.23242490380937383
31,2,10,472.04,27,0.23464712603159607
31,14,10,472.04,6,0.3124249038093738
31,30,90,472.04,21,0.24099633238080242
31,13,60,472.04,30,0.23242490380937383
31,23,70,472.04,18,0.24575823714270717
31,30,80,472.04,21,0.24099633238080242
31,28,90,472.04,12,0.26242490380937383
31,35,60,472.04,18,0.24575823714270717
31,27,10,472.04,30,0.23242490380937383
31,36,40,472.04,15,0.2524249038093738
32,43,90,302.81,3,0.33626892874018405
32,20,10,302.81,3,0.33626892874018405
32,28,90,302.81,12,0.18626892874018405
32,15,50,302.81,12,0.18626892874018405
32,16,90,302.81,12,0.18626892874018405
32,21,30,302.81,6,0.23626892874018407
32,41,50,302.81,18,0.1696022620735174
32,13,100,302.81,30,0.15626892874018405
32,23,40,302.81,18,0.1696022620735174
32,21,40,302.81,6,0.23626892874018407
32,22,70,302.81,24,0.16126892874018406
32,23,20,302.81,18,0.1696022620735174
32,13,30,302.81,30,0.15626892874018405
32,42,30,302.81,30,0.15626892874018405
32,24,100,302.81,21,0.16484035731161262
32,45,60,302.81,18,0.1696022620735174
32,31,90,302.81,24,0.16126892874018406
32,2,60,302.81,27,0.1584911509624063
32,29,10,302.81,30,0.15626892874018405
32,35,70,302.81,18,0.1696022620735174
33,37,10,711.53,9,0.3868655731311268
33,17,10,711.53,30,0.34019890646446016
33,17,50,711.53,30,0.34019890646446016
33,23,20,711.53,18,0.35353223979779347
33,24,30,711.53,21,0.3487703350358887
33,22,20,711.53,24,0.34519890646446016
33,31,10,711.53,24,0.34519890646446016
33,42,20,711.53,30,0.34019890646446016
33,14,20,711.53,6,0.4201989064644601
33,2,40,711.53,27,0.34242112868668234
33,17,40,711.53,30,0.34019890646446016
33,30,60,711.53,21,0.3487703350358887
33,43,80,711.53,3,0.5201989064644601
33,14,60,711.53,6,0.4201989064644601
33,22,70,711.53,24,0.34519890646446016
33,45,40,711.53,18,0.35353223979779347
33,34,50,711.53,24,0.34519890646446016
33,48,20,711.53,9,0.3868655731311268
33,22,100,711.53,24,0.34519890646446016
33,39,70,711.53,30,0.34019890646446016
35,3,60,390.98,21,0.20451814683977232
35,26,100,390.98,3,0.3759467182683437
35,37,20,390.98,9,0.2426133849350104
35,24,100,390.98,21,0.20451814683977232
35,5,20,390.98,3,0.3759467182683437
35,33,90,390.98,24,0.20094671826834373
35,23,20,390.98,18,0.20928005160167706
35,32,70,390.98,18,0.20928005160167706
35,21,60,390.98,6,0.2759467182683437
35,46,70,390.98,15,0.21594671826834375
35,29,20,390.98,30,0.19594671826834373
35,26,60,390.98,3,0.3759467182683437
35,49,20,390.98,21,0.20451814683977232
35,40,40,390.98,12,0.22594671826834373
35,37,60,390.98,9,0.2426133849350104
35,15,20,390.98,12,0.22594671826834373
35,10,30,390.98,15,0.21594671826834375
35,18,90,390.98,6,0.2759467182683437
35,37,80,390.98,9,0.2426133849350104
35,40,90,390.98,12,0.22594671826834373
36,41,100,85.5,18,0.07180958381147387
36,39,30,85.5,30,0.05847625047814055
36,28,90,85.5,12,0.08847625047814053
36,1,90,85.5,9,0.10514291714480721
36,42,90,85.5,30,0.05847625047814055
36,48,20,85.5,9,0.10514291714480721
36,18,50,85.5,6,0.13847625047814055
36,48,70,85.5,9,0.10514291714480721
36,43,20,85.5,3,0.23847625047814053
36,30,90,85.5,21,0.06704767904956911
36,33,40,85.5,24,0.06347625047814054
36,20,30,85.5,3,0.23847625047814053
36,28,80,85.5,12,0.08847625047814053
36,3,30,85.5,21,0.06704767904956911
36,20,50,85.5,3,0.23847625047814053
36,34,70,85.5,24,0.06347625047814054
36,10,10,85.5,15,0.07847625047814055
36,42,60,85.5,30,0.05847625047814055
36,50,80,85.5,9,0.10514291714480721
36,28,30,85.5,12,0.08847625047814053
37,12,40,888.86,15,0.44
37,4,30,888.86,3,0.6
37,14,30,888.86,6,0.5
37,35,40,888.86,18,0.43333333333333335
37,26,40,888.86,3,0.6
37,32,40,888.86,18,0.43333333333333335
37,10,70,888.86,15,0.44
37,15,30,888.86,12,0.45
37,3,80,888.86,21,0.4285714285714286
37,2,10,888.86,27,0.4222222222222222
37,39,50,888.86,30,0.42000000000000004
37,45,70,888.86,18,0.43333333333333335
37,26,90,888.86,3,0.6
37,38,40,888.86,9,0.4666666666666667
37,15,10,888.86,12,0.45
37,18,10,888.86,6,0.5
37,22,50,888.86,24,0.42500000000000004
37,47,80,888.86,21,0.4285714285714286
37,12,90,888.86,15,0.44
37,19,100,888.86,21,0.4285714285714286
38,3,20,372.78,21,0.19632788065612133
38,15,30,372.78,12,0.21775645208469274
38,29,100,372.78,30,0.18775645208469274
38,7,30,372.78,12,0.21775645208469274
38,39,30,372.78,30,0.18775645208469274
38,13,40,372.78,30,0.18775645208469274
38,39,60,372.78,30,0.18775645208469274
38,2,40,372.78,27,0.18997867430691498
38,24,30,372.78,21,0.19632788065612133
38,29,10,372.78,30,0.18775645208469274
38,34,50,372.78,24,0.19275645208469275
38,6,90,372.78,18,0.20108978541802608
38,5,50,372.78,3,0.36775645208469276
38,30,80,372.78,21,0.19632788065612133
38,47,50,372.78,21,0.19632788065612133
38,40,10,372.78,12,0.21775645208469274
38,36,70,372.78,15,0.20775645208469276
38,20,20,372.78,3,0.36775645208469276
