LineaPedidoID,PedidoID,ProductoID,Cantidad,Nombre,PrecioVenta,TiempoFabricacionMedio,Caducidad,FechaPedido,ClienteID,DestinoEntregaID,PedidoID_destino,FechaPedido_destino,nombre_completo,distancia_km,latitude,longitude,Urgencia_1_Caducidad,Urgencia_2_Distancia,Urgencia_3_Combinada_60_40,Urgencia_4_Combinada_40_60,Urgencia_5_Tres_Factores,Urgencia_6_Logaritmica
6,1,44,90,Producto44,17.32,7,21,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
6,1,44,90,Producto44,17.32,7,21,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
7,1,40,10,Producto40,95.77,4,12,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
7,1,40,10,Producto40,95.77,4,12,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
8,1,13,10,Producto13,29.33,10,30,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.03333333333333333,0.512521656953851,0.2250086627815404,0.3208463275056439,0.37042316375282197,0.1470863448163505
8,1,13,10,Producto13,29.33,10,30,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.03333333333333333,0.512521656953851,0.2250086627815404,0.3208463275056439,0.37042316375282197,0.1470863448163505
9,1,1,80,Producto1,45.84,3,9,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.1111111111111111,0.512521656953851,0.27167532944820705,0.35195743861675505,0.2693120526417109,0.19788582980073527
9,1,1,80,Producto1,45.84,3,9,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.1111111111111111,0.512521656953851,0.27167532944820705,0.35195743861675505,0.2693120526417109,0.19788582980073527
10,1,29,10,Producto29,64.14,10,30,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.03333333333333333,0.512521656953851,0.2250086627815404,0.3208463275056439,0.37042316375282197,0.1470863448163505
10,1,29,10,Producto29,64.14,10,30,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.03333333333333333,0.512521656953851,0.2250086627815404,0.3208463275056439,0.37042316375282197,0.1470863448163505
11,1,8,50,Producto8,66.37,4,12,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
11,1,8,50,Producto8,66.37,4,12,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
12,1,23,50,Producto23,22.06,6,18,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.05555555555555555,0.512521656953851,0.23834199611487372,0.3297352163945328,0.3015342748639331,0.16198052372944988
12,1,23,50,Producto23,22.06,6,18,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.05555555555555555,0.512521656953851,0.23834199611487372,0.3297352163945328,0.3015342748639331,0.16198052372944988
13,1,11,30,Producto11,30.66,7,21,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
13,1,11,30,Producto11,30.66,7,21,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
14,1,12,70,Producto12,13.74,5,15,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.06666666666666667,0.512521656953851,0.2450086627815404,0.33417966083897727,0.28708983041948866,0.16931043363655662
14,1,12,70,Producto12,13.74,5,15,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.06666666666666667,0.512521656953851,0.2450086627815404,0.33417966083897727,0.28708983041948866,0.16931043363655662
15,1,50,20,Producto50,14.33,3,9,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.1111111111111111,0.512521656953851,0.27167532944820705,0.35195743861675505,0.2693120526417109,0.19788582980073527
15,1,50,20,Producto50,14.33,3,9,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.1111111111111111,0.512521656953851,0.27167532944820705,0.35195743861675505,0.2693120526417109,0.19788582980073527
16,1,33,70,Producto33,12.0,8,24,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.041666666666666664,0.512521656953851,0.2300086627815404,0.32417966083897726,0.33458983041948864,0.15270886500443545
16,1,33,70,Producto33,12.0,8,24,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.041666666666666664,0.512521656953851,0.2300086627815404,0.32417966083897726,0.33458983041948864,0.15270886500443545
17,1,19,90,Producto19,29.87,7,21,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
17,1,19,90,Producto19,29.87,7,21,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
18,1,3,10,Producto3,74.19,7,21,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
18,1,3,10,Producto3,74.19,7,21,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
19,1,16,20,Producto16,31.55,4,12,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
19,1,16,20,Producto16,31.55,4,12,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
20,1,6,80,Producto6,85.57,6,18,2025-12-12,68,11,1,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.05555555555555555,0.512521656953851,0.23834199611487372,0.3297352163945328,0.3015342748639331,0.16198052372944988
20,1,6,80,Producto6,85.57,6,18,2025-12-12,68,11,42,2025-12-12,Destino Guadalajara,455.56,40.6326979,-3.1646067,0.05555555555555555,0.512521656953851,0.23834199611487372,0.3297352163945328,0.3015342748639331,0.16198052372944988
21,2,34,20,Producto34,44.47,8,24,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
21,2,34,20,Producto34,44.47,8,24,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
21,2,34,20,Producto34,44.47,8,24,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
21,2,34,20,Producto34,44.47,8,24,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
22,2,32,100,Producto32,50.83,6,18,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.05555555555555555,0.9342303624867808,0.4070254783280457,0.5827604397142907,0.428046886523812,0.23575990545174136
22,2,32,100,Producto32,50.83,6,18,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.05555555555555555,0.9342303624867808,0.4070254783280457,0.5827604397142907,0.428046886523812,0.23575990545174136
22,2,32,100,Producto32,50.83,6,18,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.05555555555555555,0.9342303624867808,0.4070254783280457,0.5827604397142907,0.428046886523812,0.23575990545174136
22,2,32,100,Producto32,50.83,6,18,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.05555555555555555,0.9342303624867808,0.4070254783280457,0.5827604397142907,0.428046886523812,0.23575990545174136
23,2,20,60,Producto20,98.15,1,3,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
23,2,20,60,Producto20,98.15,1,3,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
23,2,20,60,Producto20,98.15,1,3,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
23,2,20,60,Producto20,98.15,1,3,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
24,2,19,50,Producto19,29.87,7,21,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
24,2,19,50,Producto19,29.87,7,21,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
24,2,19,50,Producto19,29.87,7,21,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
24,2,19,50,Producto19,29.87,7,21,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
25,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
25,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
25,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
25,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
26,2,3,60,Producto3,74.19,7,21,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
26,2,3,60,Producto3,74.19,7,21,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
26,2,3,60,Producto3,74.19,7,21,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
26,2,3,60,Producto3,74.19,7,21,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
27,2,43,40,Producto43,33.04,1,3,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
27,2,43,40,Producto43,33.04,1,3,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
27,2,43,40,Producto43,33.04,1,3,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
27,2,43,40,Producto43,33.04,1,3,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
28,2,3,90,Producto3,74.19,7,21,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
28,2,3,90,Producto3,74.19,7,21,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
28,2,3,90,Producto3,74.19,7,21,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
28,2,3,90,Producto3,74.19,7,21,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
29,2,48,100,Producto48,52.82,3,9,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
29,2,48,100,Producto48,52.82,3,9,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
29,2,48,100,Producto48,52.82,3,9,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
29,2,48,100,Producto48,52.82,3,9,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
30,2,1,10,Producto1,45.84,3,9,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
30,2,1,10,Producto1,45.84,3,9,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
30,2,1,10,Producto1,45.84,3,9,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
30,2,1,10,Producto1,45.84,3,9,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
31,2,38,100,Producto38,41.61,3,9,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
31,2,38,100,Producto38,41.61,3,9,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
31,2,38,100,Producto38,41.61,3,9,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
31,2,38,100,Producto38,41.61,3,9,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
32,2,42,40,Producto42,63.8,10,30,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
32,2,42,40,Producto42,63.8,10,30,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
32,2,42,40,Producto42,63.8,10,30,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
32,2,42,40,Producto42,63.8,10,30,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
33,2,48,50,Producto48,52.82,3,9,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
33,2,48,50,Producto48,52.82,3,9,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
33,2,48,50,Producto48,52.82,3,9,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
33,2,48,50,Producto48,52.82,3,9,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
34,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
34,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
34,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
34,2,34,50,Producto34,44.47,8,24,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
35,2,22,30,Producto22,17.45,8,24,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
35,2,22,30,Producto22,17.45,8,24,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
35,2,22,30,Producto22,17.45,8,24,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
35,2,22,30,Producto22,17.45,8,24,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
36,2,39,80,Producto39,56.7,10,30,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
36,2,39,80,Producto39,56.7,10,30,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
36,2,39,80,Producto39,56.7,10,30,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
36,2,39,80,Producto39,56.7,10,30,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
37,2,16,30,Producto16,31.55,4,12,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.08333333333333333,0.9342303624867808,0.42369214499471236,0.5938715508254018,0.4019357754127009,0.2539427459340238
37,2,16,30,Producto16,31.55,4,12,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.08333333333333333,0.9342303624867808,0.42369214499471236,0.5938715508254018,0.4019357754127009,0.2539427459340238
37,2,16,30,Producto16,31.55,4,12,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.08333333333333333,0.9342303624867808,0.42369214499471236,0.5938715508254018,0.4019357754127009,0.2539427459340238
37,2,16,30,Producto16,31.55,4,12,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.08333333333333333,0.9342303624867808,0.42369214499471236,0.5938715508254018,0.4019357754127009,0.2539427459340238
38,2,13,40,Producto13,29.33,10,30,2025-12-13,6,39,2,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
38,2,13,40,Producto13,29.33,10,30,2025-12-13,6,39,39,2025-12-13,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
38,2,13,40,Producto13,29.33,10,30,2025-12-13,6,39,46,2025-12-11,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
38,2,13,40,Producto13,29.33,10,30,2025-12-13,6,39,93,2025-12-14,Destino Sevilla,830.4,37.3886303,-5.9953403,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
